status,card_id,answer,deleted_objects,removed_audios,cleared_audio,error
updated,2f59b9bc-3cf5-4ddd-a813-da96095986dc,D,cards/2f59b9bc-3cf5-4ddd-a813-da96095986dc/audio.mp3,,yes,
updated,2f767812-f289-434f-9ad9-386d79aad7a5,す,cards/2f767812-f289-434f-9ad9-386d79aad7a5/audio.mp3,,yes,
updated,2fc43ce4-fd44-475d-86fc-a921337ef2f7,ㅈ,cards/2fc43ce4-fd44-475d-86fc-a921337ef2f7/audio.mp3,,yes,
updated,2fd18242-b3fa-477a-9ae7-40f74e7c7f54,F,cards/2fd18242-b3fa-477a-9ae7-40f74e7c7f54/audio.mp3,,yes,
updated,2fe69670-0702-42b6-bd17-e188c8babb21,س,cards/2fe69670-0702-42b6-bd17-e188c8babb21/global_1776614768639.mp3,,yes,
updated,30999fff-dbcd-4dc4-bbd6-4b3bce98e6df,T,cards/30999fff-dbcd-4dc4-bbd6-4b3bce98e6df/audio.mp3,,yes,
updated,30e46329-8216-40aa-bdf6-6201f4022e0c,ㅊ,cards/30e46329-8216-40aa-bdf6-6201f4022e0c/audio.mp3,,yes,
updated,311014b6-dc4e-4f59-a609-e749458bc2ba,ه,cards/311014b6-dc4e-4f59-a609-e749458bc2ba/global_1776614829459.mp3,,yes,
updated,31b7fbb6-0cd0-4834-a5cd-80de5e170dd8,I,cards/31b7fbb6-0cd0-4834-a5cd-80de5e170dd8/global_1776615805436.mp3,,yes,
updated,31e74400-5634-494c-b5c1-99df54f2f878,U,cards/31e74400-5634-494c-b5c1-99df54f2f878/global_1776615858124.mp3,,yes,
updated,3279ad14-be3e-42cb-8938-288b60ad1772,Ű,cards/3279ad14-be3e-42cb-8938-288b60ad1772/audio.mp3,,yes,
updated,32c09c3c-397d-4fdf-9142-d1cd3e5f1e04,Κ,cards/32c09c3c-397d-4fdf-9142-d1cd3e5f1e04/audio.mp3,,yes,
updated,32ed8928-44dd-48fe-8832-bc3cebca8a4c,E,cards/32ed8928-44dd-48fe-8832-bc3cebca8a4c/audio.mp3,,yes,
updated,331c4fc1-cb14-4efb-9930-1cbc368c4c9d,Trapezoid,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/shapes/it/audio_shape_trapezoid_it.mp3,it,,
updated,333305ba-b3e1-4d8e-bea6-ee6ea105a8f5,В,cards/333305ba-b3e1-4d8e-bea6-ee6ea105a8f5/global_1776614852947.mp3,,yes,
updated,33565732-7ab0-4121-9848-6da5e676c03b,G,cards/33565732-7ab0-4121-9848-6da5e676c03b/audio.mp3,,yes,
updated,336b7433-a6ee-4c84-8300-8ac8700bc486,G,cards/336b7433-a6ee-4c84-8300-8ac8700bc486/audio.mp3,,yes,
updated,337390b2-b429-40bc-8424-236089a90c3b,ل,cards/337390b2-b429-40bc-8424-236089a90c3b/global_1776614816182.mp3,,yes,
updated,33d27ba8-36be-49f9-a5c5-49182852ef61,B,cards/33d27ba8-36be-49f9-a5c5-49182852ef61/audio.mp3,,yes,
updated,33d600d7-e221-4364-92fd-1c3e6767fb4a,ㄥ,cards/33d600d7-e221-4364-92fd-1c3e6767fb4a/global_1776615114748.mp3,,yes,
updated,346d2838-e7ab-4070-9c11-79b5ef7a2005,T,cards/346d2838-e7ab-4070-9c11-79b5ef7a2005/audio.mp3,,yes,
updated,34c688b9-a198-4402-abaf-9fff0366c1dd,H,cards/34c688b9-a198-4402-abaf-9fff0366c1dd/audio.mp3,,yes,
updated,35ed2362-02c4-417f-8708-5dd1011f4fb8,Ķ,cards/35ed2362-02c4-417f-8708-5dd1011f4fb8/audio.mp3,,yes,
updated,362fbc65-1272-410c-bec5-a6593d35c45f,ढ,cards/362fbc65-1272-410c-bec5-a6593d35c45f/audio.mp3,,yes,
updated,36fccaf3-00cc-4eb9-b207-c3dd1ba5c854,Š,cards/36fccaf3-00cc-4eb9-b207-c3dd1ba5c854/audio.mp3,,yes,
updated,37202c73-ae29-4914-9a1c-a4cd126f5cf6,X,cards/37202c73-ae29-4914-9a1c-a4cd126f5cf6/audio.mp3,,yes,
updated,3721078a-3be0-4cf6-9897-b65c20417d4d,5,,"ga,mt,sl",,
updated,37496338-43a5-40c2-9a6c-3a2596b1ddb7,K,cards/37496338-43a5-40c2-9a6c-3a2596b1ddb7/audio.mp3,,yes,
updated,377f8810-0440-41e4-acf6-c0b3a54781e0,Q,cards/377f8810-0440-41e4-acf6-c0b3a54781e0/global_1776615712816.mp3,,yes,
updated,37fc4d8b-6615-4d73-aba7-77a8104cbc6e,Т,cards/37fc4d8b-6615-4d73-aba7-77a8104cbc6e/global_1776614922216.mp3,,yes,
updated,387b386e-51e2-4cde-a301-cdafd1edea0e,B,cards/387b386e-51e2-4cde-a301-cdafd1edea0e/global_1776615775559.mp3,,yes,
updated,38bfca1d-4b11-40eb-a005-871b9a99f423,Í,cards/38bfca1d-4b11-40eb-a005-871b9a99f423/global_1776615579331.mp3,,yes,
updated,38d7b6bf-3fc1-4e34-b038-8a59822f0f3c,Π,cards/38d7b6bf-3fc1-4e34-b038-8a59822f0f3c/audio.mp3,,yes,
updated,38fe644f-e377-4d87-93c0-e7370633ebdc,E,cards/38fe644f-e377-4d87-93c0-e7370633ebdc/global_1776615788211.mp3,,yes,
updated,392140e1-9d41-4e48-aae8-a961ae90712f,ㄙ,cards/392140e1-9d41-4e48-aae8-a961ae90712f/global_1776615064154.mp3,,yes,
updated,39ace7b7-38f1-4096-b3b1-6f54e961f692,C,cards/39ace7b7-38f1-4096-b3b1-6f54e961f692/global_1776615649299.mp3,,yes,
updated,3a01155c-a1ba-4baf-8673-9211408ba71c,O,cards/3a01155c-a1ba-4baf-8673-9211408ba71c/audio.mp3,,yes,
updated,3a3d3167-6c6d-4db3-a568-bc9459037372,O,cards/3a3d3167-6c6d-4db3-a568-bc9459037372/audio.mp3,,yes,
updated,3a6f8687-bd08-4a00-9c77-837b26228a09,D,cards/3a6f8687-bd08-4a00-9c77-837b26228a09/audio.mp3,,yes,
updated,3b42e743-4921-454a-aba6-98e28432a944,T,cards/3b42e743-4921-454a-aba6-98e28432a944/audio.mp3,,yes,
updated,3bcc14cc-e4cb-4717-87a8-8b2736279c11,W,cards/3bcc14cc-e4cb-4717-87a8-8b2736279c11/global_1776615371946.mp3,,yes,
updated,3bd29053-b5bf-4215-b71c-907136117098,I,cards/3bd29053-b5bf-4215-b71c-907136117098/global_1776615176640.mp3,,yes,
updated,3d49685b-5470-40da-ac16-6d96c94732ed,Č,cards/3d49685b-5470-40da-ac16-6d96c94732ed/global_1776615250116.mp3,,yes,
updated,3ed75f0c-69d6-41cd-bc8b-33e08bfb4531,ث,cards/3ed75f0c-69d6-41cd-bc8b-33e08bfb4531/global_1776614734063.mp3,,yes,
updated,3edfb16b-e1dd-4427-9ee6-91799f21d164,J,cards/3edfb16b-e1dd-4427-9ee6-91799f21d164/audio.mp3,,yes,
updated,3eef9c73-faf3-4adb-afd4-be8ef3d5e32c,A,cards/3eef9c73-faf3-4adb-afd4-be8ef3d5e32c/audio.mp3,,yes,
updated,3fafbbdb-347e-4dbd-9f42-92cf52efb107,ま,cards/3fafbbdb-347e-4dbd-9f42-92cf52efb107/audio.mp3,,yes,
updated,3feb5ccd-3a88-4a92-a962-6b780b5600e8,Y,cards/3feb5ccd-3a88-4a92-a962-6b780b5600e8/audio.mp3,,yes,
updated,4011f406-8aaf-4e3d-99e3-acce52ba8b4e,A,cards/4011f406-8aaf-4e3d-99e3-acce52ba8b4e/audio.mp3,,yes,
updated,402f91b0-2b31-407a-a8e8-4ce6264e7a3b,ㄈ,cards/402f91b0-2b31-407a-a8e8-4ce6264e7a3b/global_1776614988320.mp3,,yes,
updated,40837c6c-e46c-4e65-9a8b-def6626310d3,1,,"ga,mt,sl",,
updated,4095c559-74ed-4e0a-9ad3-fac11b4c2ecf,थ,cards/4095c559-74ed-4e0a-9ad3-fac11b4c2ecf/audio.mp3,,yes,
updated,40a98bd5-0817-40d7-966b-bea6d6ad3b9a,み,cards/40a98bd5-0817-40d7-966b-bea6d6ad3b9a/audio.mp3,,yes,
updated,40f0faae-90d0-4e54-9a66-aec781773f85,U,cards/40f0faae-90d0-4e54-9a66-aec781773f85/audio.mp3,,yes,
updated,410996fc-c4f9-4fb2-a7e5-68468afc9f95,ㅠ,cards/410996fc-c4f9-4fb2-a7e5-68468afc9f95/audio.mp3,,yes,
updated,41b71994-b6a2-4366-bb96-049e4ce90c6c,19,"f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ar/audio_num_19_ar.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/bg/audio_num_19_bg.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/cs/audio_num_19_cs.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/da/audio_num_19_da.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/de/audio_num_19_de.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/el/audio_num_19_el.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/en/audio_num_19_en.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/es/audio_num_19_es.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/et/audio_num_19_et.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/fi/audio_num_19_fi.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/fr/audio_num_19_fr.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/hi/audio_num_19_hi.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/hr/audio_num_19_hr.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/hu/audio_num_19_hu.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/id/audio_num_19_id.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/it/audio_num_19_it.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ja/audio_num_19_ja.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ko/audio_num_19_ko.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/lt/audio_num_19_lt.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/lv/audio_num_19_lv.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/nl/audio_num_19_nl.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/pl/audio_num_19_pl.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/pt/audio_num_19_pt.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ro/audio_num_19_ro.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/sk/audio_num_19_sk.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/sv/audio_num_19_sv.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/tl/audio_num_19_tl.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/tr/audio_num_19_tr.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/uk/audio_num_19_uk.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/vi/audio_num_19_vi.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/zh/audio_num_19_zh.mp3","ar,bg,cs,da,de,el,en,es,et,fi,fr,hi,hr,hu,id,it,ja,ko,lt,lv,nl,pl,pt,ro,sk,sv,tl,tr,uk,vi,zh",,
updated,41bc5b9d-17e4-44a8-8a16-ac8bfce6a87c,N,cards/41bc5b9d-17e4-44a8-8a16-ac8bfce6a87c/audio.mp3,,yes,
updated,42136110-a783-4f48-90b7-25922569a50d,F,cards/42136110-a783-4f48-90b7-25922569a50d/global_1776615163965.mp3,,yes,
updated,42c88dad-5581-4630-b5f3-b85c19a1759e,ㄡ,cards/42c88dad-5581-4630-b5f3-b85c19a1759e/global_1776615097791.mp3,,yes,
updated,42e1b665-a781-47be-91b0-eaa492448bb9,ए,cards/42e1b665-a781-47be-91b0-eaa492448bb9/audio.mp3,,yes,
updated,432ea24a-577a-42a0-9302-500ff098e35b,E,cards/432ea24a-577a-42a0-9302-500ff098e35b/audio.mp3,,yes,
updated,43ec5c57-b7da-4577-aabe-221dec377000,ㄅ,cards/43ec5c57-b7da-4577-aabe-221dec377000/global_1776614974814.mp3,,yes,
updated,44ae6d70-8b32-4548-bb9f-228ee091246e,B,cards/44ae6d70-8b32-4548-bb9f-228ee091246e/audio.mp3,,yes,
updated,44ca29f5-0573-4d35-bc68-5d003fc69008,न,cards/44ca29f5-0573-4d35-bc68-5d003fc69008/audio.mp3,,yes,
updated,4545b2f8-db85-4d54-8cf4-c8c2875f3c95,Đ,cards/4545b2f8-db85-4d54-8cf4-c8c2875f3c95/global_1776615254854.mp3,,yes,
updated,4569d4bc-0f00-4a8e-8b11-5325bb97f3b7,R,cards/4569d4bc-0f00-4a8e-8b11-5325bb97f3b7/global_1776615717179.mp3,,yes,
updated,457ace75-0cc1-4976-8ab3-f19fec26e620,S,cards/457ace75-0cc1-4976-8ab3-f19fec26e620/audio.mp3,,yes,
updated,457e6a9f-bc73-4683-b163-ccc1f5e97427,T,cards/457e6a9f-bc73-4683-b163-ccc1f5e97427/global_1776615853708.mp3,,yes,
updated,461f28af-deeb-4d44-93f2-afffd9303243,Τ,cards/461f28af-deeb-4d44-93f2-afffd9303243/audio.mp3,,yes,
updated,4658c6aa-aad7-4965-bed8-ecba12be6f8b,7,"f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ga/audio_num_7_ga.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/mt/audio_num_7_mt.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/sl/audio_num_7_sl.mp3","ga,mt,sl",,
updated,47448c4c-40b2-42fc-9cf1-6d6bf9a4a776,B,cards/47448c4c-40b2-42fc-9cf1-6d6bf9a4a776/audio.mp3,,yes,
updated,47706100-3ce9-41dc-b4dc-1b749c6faa68,6,,"ga,mt,sl",,
updated,47a8d05b-16dc-416c-bec1-215e254c2eb3,E,cards/47a8d05b-16dc-416c-bec1-215e254c2eb3/global_1776615159541.mp3,,yes,
updated,47c9715a-74e7-443e-8662-dbcf5c6461ec,Ě,cards/47c9715a-74e7-443e-8662-dbcf5c6461ec/global_1776615607005.mp3,,yes,
updated,48246801-da34-467f-a8ee-b79de5ba9557,Č,cards/48246801-da34-467f-a8ee-b79de5ba9557/audio.mp3,,yes,
updated,482f6e22-9168-48db-87f8-b4ed45f7a50a,द,cards/482f6e22-9168-48db-87f8-b4ed45f7a50a/audio.mp3,,yes,
updated,485bc11b-3c38-443d-a3c6-88d1f1a0bd67,E,cards/485bc11b-3c38-443d-a3c6-88d1f1a0bd67/audio.mp3,,yes,
updated,48b6d5ab-dcb2-40d3-98fb-7e5e39a4055f,J,cards/48b6d5ab-dcb2-40d3-98fb-7e5e39a4055f/global_1776615315248.mp3,,yes,
updated,48fe698a-ecc9-40b4-9259-e76339165820,H,cards/48fe698a-ecc9-40b4-9259-e76339165820/global_1776615671206.mp3,,yes,
updated,49c24a92-7e07-4628-84ee-f359a96db7f4,W,cards/49c24a92-7e07-4628-84ee-f359a96db7f4/audio.mp3,,yes,
updated,4a438300-c94c-4cfd-a125-9215e163a1c0,R,cards/4a438300-c94c-4cfd-a125-9215e163a1c0/audio.mp3,,yes,
updated,4a8ce19f-6499-4597-83b3-302096a4ef49,Ο,cards/4a8ce19f-6499-4597-83b3-302096a4ef49/audio.mp3,,yes,
updated,4ae3c6f8-6982-4304-b690-93a903c5fdc9,く,cards/4ae3c6f8-6982-4304-b690-93a903c5fdc9/audio.mp3,,yes,
updated,4af066cd-f3a4-4878-84e8-f9ca636fa9df,G,cards/4af066cd-f3a4-4878-84e8-f9ca636fa9df/audio.mp3,,yes,
updated,4b3de459-2d14-4ec2-8201-d78739eec41c,ख,cards/4b3de459-2d14-4ec2-8201-d78739eec41c/audio.mp3,,yes,
updated,4b628fa8-ef0a-41cb-81d9-9d76fa07b144,1,,"ga,mt,sl",,
updated,4bfd2c01-b2c5-49fc-baa9-e38551c4cec8,G,cards/4bfd2c01-b2c5-49fc-baa9-e38551c4cec8/audio.mp3,,yes,
updated,4c2edb43-9211-4a18-a66d-18c9249089b0,Б,cards/4c2edb43-9211-4a18-a66d-18c9249089b0/global_1776614848647.mp3,,yes,
updated,4ca5cdae-2f7f-40cc-8e93-c6df628c9aa2,I,cards/4ca5cdae-2f7f-40cc-8e93-c6df628c9aa2/audio.mp3,,yes,
updated,4cc51e42-d19a-4114-884d-3c0afee1e093,K,cards/4cc51e42-d19a-4114-884d-3c0afee1e093/audio.mp3,,yes,
updated,4d134897-1acb-4d80-8000-66c85ba709a4,ん,cards/4d134897-1acb-4d80-8000-66c85ba709a4/audio.mp3,,yes,
updated,4d9b6daa-b407-40bf-895f-90f0d35686b9,C,cards/4d9b6daa-b407-40bf-895f-90f0d35686b9/audio.mp3,,yes,
updated,4daec713-b7c3-478e-a861-1824ed44281f,A,cards/4daec713-b7c3-478e-a861-1824ed44281f/global_1776615269572.mp3,,yes,
updated,4ddd82d1-6f80-4d28-96d4-6b9957f122d5,N,cards/4ddd82d1-6f80-4d28-96d4-6b9957f122d5/global_1776615827210.mp3,,yes,
updated,4e009d14-5bbc-468b-9620-2fdf9ffc8ac5,と,cards/4e009d14-5bbc-468b-9620-2fdf9ffc8ac5/audio.mp3,,yes,
updated,4f2ed18c-0fc1-42ba-87d9-f8c0e59884b6,G,cards/4f2ed18c-0fc1-42ba-87d9-f8c0e59884b6/global_1776615796767.mp3,,yes,
updated,4f4406c7-4f26-45b3-9c46-deb9e3810307,ㄟ,cards/4f4406c7-4f26-45b3-9c46-deb9e3810307/global_1776615089520.mp3,,yes,
updated,4f969430-0c34-4a6c-88f3-9fd8cb711ba2,や,cards/4f969430-0c34-4a6c-88f3-9fd8cb711ba2/audio.mp3,,yes,
updated,4fdf24f7-b1c0-4ae8-ac08-f29989e5e055,Ü,cards/4fdf24f7-b1c0-4ae8-ac08-f29989e5e055/audio.mp3,,yes,
updated,500d1d0a-3dc8-4a95-9f40-1937e76778ea,ね,cards/500d1d0a-3dc8-4a95-9f40-1937e76778ea/audio.mp3,,yes,
updated,502a0350-49a5-4616-853d-a92228f6251b,8,"f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ga/audio_num_8_ga.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/mt/audio_num_8_mt.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/sl/audio_num_8_sl.mp3","ga,mt,sl",,
updated,5051ab6b-c10e-423c-9a48-ffbed18de900,F,cards/5051ab6b-c10e-423c-9a48-ffbed18de900/global_1776615295022.mp3,,yes,
updated,50649bb5-7bd0-4332-9ef5-c243210a291c,Í,cards/50649bb5-7bd0-4332-9ef5-c243210a291c/audio.mp3,,yes,
updated,5083d7df-0438-471b-8c89-21de7757871f,ㄦ,cards/5083d7df-0438-471b-8c89-21de7757871f/global_1776615119280.mp3,,yes,
updated,50e9f5c6-3624-44d4-bf7f-1b74b6bc6ece,M,cards/50e9f5c6-3624-44d4-bf7f-1b74b6bc6ece/audio.mp3,,yes,
updated,50f3dde7-f76f-43e5-bc9d-3e74af78ef8f,G,cards/50f3dde7-f76f-43e5-bc9d-3e74af78ef8f/audio.mp3,,yes,
updated,51a76da7-40b8-433c-b120-0115753a96e4,P,cards/51a76da7-40b8-433c-b120-0115753a96e4/global_1776615708341.mp3,,yes,
updated,51bc2aa3-6a9d-442e-b423-80b5a631a61d,Z,cards/51bc2aa3-6a9d-442e-b423-80b5a631a61d/audio.mp3,,yes,
updated,51c473d6-23aa-4b80-ba52-63ace07b796c,आ,cards/51c473d6-23aa-4b80-ba52-63ace07b796c/audio.mp3,,yes,
updated,51f06068-3f95-4ceb-b5ce-d5fd0be752bc,Dž,cards/51f06068-3f95-4ceb-b5ce-d5fd0be752bc/global_1776615155440.mp3,,yes,
updated,523baec5-c1e3-46f5-a7ac-5f904e842034,ㅅ,cards/523baec5-c1e3-46f5-a7ac-5f904e842034/audio.mp3,,yes,
updated,529e4bb2-4145-4ed6-ab28-cbcaa347d4dc,I,cards/529e4bb2-4145-4ed6-ab28-cbcaa347d4dc/global_1776615675665.mp3,,yes,
updated,52dd7d28-eae9-49b2-a054-2c6655fce188,Z,cards/52dd7d28-eae9-49b2-a054-2c6655fce188/audio.mp3,,yes,
updated,5373d5dc-b284-42c6-8a06-613da722a42a,ㄢ,cards/5373d5dc-b284-42c6-8a06-613da722a42a/global_1776615101974.mp3,,yes,
updated,54f0e466-a6a3-4932-a432-6c7d5c7dccbd,D,cards/54f0e466-a6a3-4932-a432-6c7d5c7dccbd/audio.mp3,,yes,
updated,553eda2c-8e36-44be-a766-45551398d18e,U,cards/553eda2c-8e36-44be-a766-45551398d18e/audio.mp3,,yes,
updated,5598a70e-5857-4fee-a17a-368af9e9e1c1,O,cards/5598a70e-5857-4fee-a17a-368af9e9e1c1/audio.mp3,,yes,
updated,559c8e06-f1b3-43ef-be2a-b639667cc609,S,cards/559c8e06-f1b3-43ef-be2a-b639667cc609/global_1776615354192.mp3,,yes,
updated,55c64ed5-1da6-4ee0-a77d-0cc091411a5a,Ä,cards/55c64ed5-1da6-4ee0-a77d-0cc091411a5a/audio.mp3,,yes,
updated,55ec169b-9547-4879-913a-9b0b8e304869,5,,"ga,mt,sl",,
updated,56465687-cb62-442f-bc86-0ab308d154b9,2,,"ga,mt,sl",,
updated,564de4e2-d5a9-49eb-8396-daeaf019be31,A,cards/564de4e2-d5a9-49eb-8396-daeaf019be31/audio.mp3,,yes,
updated,56cc5c7f-b99e-451f-95ec-eacf57aa6327,خ,cards/56cc5c7f-b99e-451f-95ec-eacf57aa6327/global_1776614746867.mp3,,yes,
updated,56fa19be-d105-4d92-b746-448088ffe437,T,cards/56fa19be-d105-4d92-b746-448088ffe437/global_1776615725658.mp3,,yes,
updated,579889b5-1df0-48c1-a0d1-039d06074057,Y,cards/579889b5-1df0-48c1-a0d1-039d06074057/global_1776615380256.mp3,,yes,
updated,57a681db-6a29-455a-94cb-35dde9d4f858,E,cards/57a681db-6a29-455a-94cb-35dde9d4f858/audio.mp3,,yes,
updated,57bf1815-8ed4-4012-8d9f-9a46ca7f2e17,Β,cards/57bf1815-8ed4-4012-8d9f-9a46ca7f2e17/audio.mp3,,yes,
updated,5827274f-2758-426f-80c0-e85e5e2c5b35,E,cards/5827274f-2758-426f-80c0-e85e5e2c5b35/global_1776615290596.mp3,,yes,
updated,58309992-65cd-48bd-a8d5-71d3a4380f5e,غ,cards/58309992-65cd-48bd-a8d5-71d3a4380f5e/global_1776614798897.mp3,,yes,
updated,58489d4e-46fe-41ac-aa2d-8801b23e3e61,7,,"ga,mt,sl",,
updated,58e2f762-8d93-412e-8785-fa6b85fc18bf,う,cards/58e2f762-8d93-412e-8785-fa6b85fc18bf/audio.mp3,,yes,
updated,5905d757-335f-479d-b7fb-7577c2c329f3,9,"f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ga/audio_num_9_ga.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/mt/audio_num_9_mt.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/sl/audio_num_9_sl.mp3","ga,mt,sl",,
updated,595118a9-8ea7-4dce-8b66-8f342bcc92a8,14,"f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ar/audio_num_14_ar.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/bg/audio_num_14_bg.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/cs/audio_num_14_cs.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/da/audio_num_14_da.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/de/audio_num_14_de.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/el/audio_num_14_el.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/en/audio_num_14_en.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/es/audio_num_14_es.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/et/audio_num_14_et.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/fi/audio_num_14_fi.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/fr/audio_num_14_fr.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/hi/audio_num_14_hi.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/hr/audio_num_14_hr.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/hu/audio_num_14_hu.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/id/audio_num_14_id.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/it/audio_num_14_it.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ja/audio_num_14_ja.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ko/audio_num_14_ko.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/lt/audio_num_14_lt.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/lv/audio_num_14_lv.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/nl/audio_num_14_nl.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/pl/audio_num_14_pl.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/pt/audio_num_14_pt.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/ro/audio_num_14_ro.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/sk/audio_num_14_sk.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/sv/audio_num_14_sv.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/tl/audio_num_14_tl.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/tr/audio_num_14_tr.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/uk/audio_num_14_uk.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/vi/audio_num_14_vi.mp3,f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/numbers/zh/audio_num_14_zh.mp3","ar,bg,cs,da,de,el,en,es,et,fi,fr,hi,hr,hu,id,it,ja,ko,lt,lv,nl,pl,pt,ro,sk,sv,tl,tr,uk,vi,zh",,
updated,59672b3b-fb8b-47c6-bc69-463cf0bdc49c,R,cards/59672b3b-fb8b-47c6-bc69-463cf0bdc49c/audio.mp3,,yes,
updated,5a625989-63ae-4057-89e6-0de1e90ca1dd,E,cards/5a625989-63ae-4057-89e6-0de1e90ca1dd/audio.mp3,,yes,
updated,5bbd935b-8bac-4837-9f79-a5ecb7db0353,Z,cards/5bbd935b-8bac-4837-9f79-a5ecb7db0353/audio.mp3,,yes,
updated,5bf14b56-e74c-450f-a22a-d65c5bc6b459,M,cards/5bf14b56-e74c-450f-a22a-d65c5bc6b459/audio.mp3,,yes,
