card_id,field,locale,global_text,current_text,translated_text,status
83a1d415-5b03-423a-84bf-94ba1d868f55,prompt,de,Select the correct number:,Wählen Sie die richtige Zahl aus:,Wählen Sie die richtige Nummer aus:,mismatch
83a1d415-5b03-423a-84bf-94ba1d868f55,prompt,fr,Select the correct number:,Sélectionnez le nombre correct :,Sélectionnez le bon numéro :,mismatch
83a1d415-5b03-423a-84bf-94ba1d868f55,prompt,hu,Select the correct number:,Válassza ki a helyes számot!,Válassza ki a megfelelő számot:,mismatch
83a1d415-5b03-423a-84bf-94ba1d868f55,prompt,ko,Select the correct number:,올바른 숫자를 선택하세요:,올바른 번호를 선택하세요:,mismatch
83a1d415-5b03-423a-84bf-94ba1d868f55,prompt,nl,Select the correct number:,Selecteer het juiste getal:,Selecteer het juiste nummer:,mismatch
83a1d415-5b03-423a-84bf-94ba1d868f55,prompt,pl,Select the correct number:,Wybierz poprawną liczbę:,Wybierz właściwy numer:,mismatch
83a1d415-5b03-423a-84bf-94ba1d868f55,prompt,tr,Select the correct number:,Doğru sayıyı seçin:,Doğru numarayı seçin:,mismatch
83a1d415-5b03-423a-84bf-94ba1d868f55,prompt,uk,Select the correct number:,Оберіть правильне число:,Виберіть правильний номер:,mismatch
2035dd7e-1431-4c88-850c-a93fce4bdb75,prompt,da,Select the correct number:,Vælg det rigtige tal:,Vælg det rigtige nummer:,mismatch
2035dd7e-1431-4c88-850c-a93fce4bdb75,prompt,bg,Select the correct number:,Изберете правилното число:,Изберете правилния номер:,mismatch
2035dd7e-1431-4c88-850c-a93fce4bdb75,prompt,de,Select the correct number:,Wählen Sie die richtige Zahl aus:,Wählen Sie die richtige Nummer aus:,mismatch
2035dd7e-1431-4c88-850c-a93fce4bdb75,prompt,fr,Select the correct number:,Sélectionnez le nombre correct :,Sélectionnez le bon numéro :,mismatch
2035dd7e-1431-4c88-850c-a93fce4bdb75,prompt,hu,Select the correct number:,Válassza ki a helyes számot!,Válassza ki a megfelelő számot:,mismatch
2035dd7e-1431-4c88-850c-a93fce4bdb75,prompt,ko,Select the correct number:,올바른 숫자를 선택하세요:,올바른 번호를 선택하세요:,mismatch
2035dd7e-1431-4c88-850c-a93fce4bdb75,prompt,nl,Select the correct number:,Selecteer het juiste getal:,Selecteer het juiste nummer:,mismatch
2035dd7e-1431-4c88-850c-a93fce4bdb75,prompt,pl,Select the correct number:,Wybierz poprawną liczbę:,Wybierz właściwy numer:,mismatch
2035dd7e-1431-4c88-850c-a93fce4bdb75,prompt,uk,Select the correct number:,Оберіть правильне число:,Виберіть правильний номер:,mismatch
2035dd7e-1431-4c88-850c-a93fce4bdb75,prompt,tr,Select the correct number:,Doğru sayıyı seçin:,Doğru numarayı seçin:,mismatch
648791ac-517a-4186-ae74-9b90febed243,prompt,da,Select the correct number:,Vælg det rigtige tal:,Vælg det rigtige nummer:,mismatch
648791ac-517a-4186-ae74-9b90febed243,prompt,fr,Select the correct number:,Sélectionnez le nombre correct :,Sélectionnez le bon numéro :,mismatch
648791ac-517a-4186-ae74-9b90febed243,prompt,bg,Select the correct number:,Изберете правилното число:,Изберете правилния номер:,mismatch
648791ac-517a-4186-ae74-9b90febed243,prompt,hu,Select the correct number:,Válassza ki a helyes számot!,Válassza ki a megfelelő számot:,mismatch
648791ac-517a-4186-ae74-9b90febed243,prompt,nl,Select the correct number:,Selecteer het juiste getal:,Selecteer het juiste nummer:,mismatch
648791ac-517a-4186-ae74-9b90febed243,prompt,pl,Select the correct number:,Wybierz poprawną liczbę:,Wybierz właściwy numer:,mismatch
648791ac-517a-4186-ae74-9b90febed243,prompt,ko,Select the correct number:,올바른 숫자를 선택하세요:,올바른 번호를 선택하세요:,mismatch
648791ac-517a-4186-ae74-9b90febed243,prompt,tr,Select the correct number:,Doğru sayıyı seçin:,Doğru numarayı seçin:,mismatch
648791ac-517a-4186-ae74-9b90febed243,prompt,uk,Select the correct number:,Оберіть правильне число:,Виберіть правильний номер:,mismatch
648791ac-517a-4186-ae74-9b90febed243,prompt,de,Select the correct number:,Wählen Sie die richtige Zahl aus:,Wählen Sie die richtige Nummer aus:,mismatch
