item_id,field,locale,global_text,current_text,translated_text,status
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ro,Practice addition with numbers from 0 to 10.,Învățați adunarea cu sume de până la 10.,Exersați adunarea cu numerele de la 0 la 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,tr,Practice addition with numbers from 0 to 10.,10'a kadar olan toplamlarla toplama işlemini öğrenin.,0'dan 10'a kadar sayılarla toplama alıştırması yapın.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,sv,Practice addition with numbers from 0 to 10.,Lär dig addition med summor upp till 10.,Träna på addition med siffror från 0 till 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,tr,Addition 0-10,Toplama 0-10,İlave 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,sk,Addition 0-10,Sčítanie 0-10,Prídavok 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,tl,Addition 0-10,Pagdaragdag 0-10,Dagdag 0-10,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,uk,Practice addition with numbers from 0 to 10.,Навчіться додавати з сумою до 10.,Потренуйтеся складати числа від 0 до 10.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,tl,Practice addition with numbers from 0 to 10.,Matutong magdagdag na may kabuuang hanggang 10.,Magsanay ng pagdaragdag na may mga numero mula 0 hanggang 10.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,ar,Practice subtraction with numbers up to 20.,تعلم الطرح بنتائج تتراوح بين 11 و 20.,تدرب على الطرح مع الأعداد حتى 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,da,Practice subtraction with numbers up to 20.,Lær subtraktion med resultater fra 11 til 20.,Øv subtraktion med tal op til 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,en,Practice subtraction with numbers up to 20.,Learn subtraction with results from 11 to 20.,Practice subtraction with numbers up to 20.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,name,vi,Addition 0-10,Phép cộng 0-10,Cộng 0-10,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,bg,Practice subtraction with numbers up to 20.,Научете изваждане с резултати от 11 до 20.,Тренирайте изваждане с числа до 20.,mismatch
SUBJ:de04da1c-9820-4e61-ae6b-bc7ed07eeb93,description,vi,Practice addition with numbers from 0 to 10.,Học cách cộng các số có tổng lên đến 10.,Luyện tập phép cộng với các số từ 0 đến 10.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,cs,Practice subtraction with numbers up to 20.,Naučte se odčítání s výsledky od 11 do 20.,Procvičte si odčítání s čísly do 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,de,Practice subtraction with numbers up to 20.,Lernen Sie das Subtrahieren mit Ergebnissen von 11 bis 20.,Üben Sie das Subtrahieren mit Zahlen bis 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,et,Practice subtraction with numbers up to 20.,Õppige lahutamist tulemustega 11-st 20-ni.,Harjutage lahutamist arvudega kuni 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,name,fi,Subtraction 11-20,Vähennyslasku 11-20,Vähennys 11-20,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,el,Practice subtraction with numbers up to 20.,Μάθετε την αφαίρεση με αποτελέσματα από 11 έως 20.,Εξασκηθείτε στην αφαίρεση με αριθμούς μέχρι το 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,es,Practice subtraction with numbers up to 20.,Aprende a restar con resultados del 11 al 20.,Practica la resta con números hasta el 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,fr,Practice subtraction with numbers up to 20.,Apprenez la soustraction avec des résultats de 11 à 20.,Entraînez-vous à soustraire avec des nombres jusqu'à 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,fi,Practice subtraction with numbers up to 20.,Opi vähennyslaskua tuloksilla 11–20.,Harjoittele vähennyslaskua luvuilla 20 asti.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,hi,Practice subtraction with numbers up to 20.,11 से 20 तक के परिणामों के साथ घटाव सीखें।,20 तक की संख्याओं के साथ घटाने का अभ्यास करें।,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,hu,Practice subtraction with numbers up to 20.,Tanulja meg a kivonást 11 és 20 közötti eredményekkel.,Gyakorold a kivonást számokkal 20-ig.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,ga,Practice subtraction with numbers up to 20.,Foghlaim dealú le torthaí ó 11 go 20.,Cleachtadh ar dhealú le huimhreacha suas go dtí 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,ko,Practice subtraction with numbers up to 20.,결과가 11에서 20 사이인 뺄셈을 배워보세요.,20까지의 숫자로 뺄셈을 연습하세요.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,lt,Practice subtraction with numbers up to 20.,Išmokite atimtį su rezultatais nuo 11 iki 20.,Praktikuokite atimtį su skaičiais iki 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,lv,Practice subtraction with numbers up to 20.,Iemācieties atņemšanu ar rezultātiem no 11 līdz 20.,Praktizējiet atņemšanu ar skaitļiem līdz 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,hr,Practice subtraction with numbers up to 20.,Naučite oduzimanje s rezultatima od 11 do 20.,Vježbajte oduzimanje s brojevima do 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,id,Practice subtraction with numbers up to 20.,Belajar pengurangan dengan hasil dari 11 hingga 20.,Berlatih pengurangan dengan angka hingga 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,ja,Practice subtraction with numbers up to 20.,11 から 20 までの結果の引き算を学びましょう。,20までの数字の引き算を練習します。,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,it,Practice subtraction with numbers up to 20.,Impara la sottrazione con risultati da 11 a 20.,Esercitati con la sottrazione con i numeri fino a 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,mt,Practice subtraction with numbers up to 20.,Tgħallem it-tnaqqis b'riżultati minn 11 sa 20.,Ipprattika t-tnaqqis b'numri sa 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,pt,Practice subtraction with numbers up to 20.,Aprenda a subtração com resultados de 11 a 20.,Pratique subtração com números até 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,name,mt,Subtraction 11-20,Sottrazzjoni 11-20,Tnaqqis 11-20,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,pl,Practice subtraction with numbers up to 20.,Naucz się odejmowania z wynikami od 11 do 20.,Ćwicz odejmowanie na liczbach do 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,name,ro,Subtraction 11-20,Scădere 11-20,Scăderea 11-20,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,nl,Practice subtraction with numbers up to 20.,Leer aftrekken met uitkomsten van 11 tot 20.,Oefen het aftrekken met getallen tot 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,ro,Practice subtraction with numbers up to 20.,Învățați scăderea cu rezultate de la 11 la 20.,Exersați scăderea cu numere până la 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,sk,Practice subtraction with numbers up to 20.,Naučte sa odčítanie s výsledkami od 11 do 20.,Precvičte si odčítanie s číslami do 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,sv,Practice subtraction with numbers up to 20.,Lär dig subtraktion med resultat från 11 till 20.,Öva subtraktion med tal upp till 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,tl,Practice subtraction with numbers up to 20.,Matutong magbawas na may mga resulta mula 11 hanggang 20.,Magsanay ng pagbabawas na may mga numerong hanggang 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,sl,Practice subtraction with numbers up to 20.,Naučite se odštevanja z rezultati od 11 do 20.,Vadite odštevanje s števili do 20.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,tr,Practice subtraction with numbers up to 20.,11'den 20'ye kadar sonuçlarla çıkarma işlemini öğrenin.,20'ye kadar sayılarla çıkarma işlemi yapın.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,bg,Addition 20,Събиране 20,Допълнение 20,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,vi,Practice subtraction with numbers up to 20.,Học phép trừ với kết quả từ 11 đến 20.,Luyện tập phép trừ với các số đến 20.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ar,Master addition with numbers up to 10.,إتقان الجمع بأرقام تصل إلى 10.,الجمع الرئيسي مع أرقام تصل إلى 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,bg,Master addition with numbers up to 10.,Овладейте събирането с числа до 10.,Майсторско събиране с числа до 10.,mismatch
SUBJ:f59a0f9c-5d6d-4f2d-b426-eb9ca6bf2782,description,uk,Practice subtraction with numbers up to 20.,Вивчайте віднімання з результатами від 11 до 20.,Тренувати віднімання з числами до 20.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,da,Addition 20,Addition 20,Tilføjelse 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,da,Master addition with numbers up to 10.,Lær at mestre addition med tal op til 10.,Mastertilsætning med tal op til 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,cs,Master addition with numbers up to 10.,Zvládněte sčítání s čísly do 10.,Hlavní sčítání s čísly do 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,de,Master addition with numbers up to 10.,Meistern Sie die Addition mit Zahlen bis zu 10.,Meisteraddition mit Zahlen bis 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,cs,Addition 20,Sčítání 20,Dodatek 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,el,Master addition with numbers up to 10.,Τελειοποιήστε την πρόσθεση με αριθμούς έως το 10.,Κύρια πρόσθεση με αριθμούς έως 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,el,Addition 20,Πρόσθεση 20,Προσθήκη 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,fr,Master addition with numbers up to 10.,Maîtrisez l'addition avec des nombres allant jusqu'à 10.,Maîtrisez l'addition avec des nombres jusqu'à 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,de,Addition 20,Addition 20,Ergänzung 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,fr,Addition 20,Addition 20,Ajout 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,hi,Master addition with numbers up to 10.,10 तक की संख्याओं के साथ जोड़ में महारت हासिल करें।,10 तक की संख्याओं के साथ मास्टर जोड़।,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,et,Addition 20,Liitmine 20,Lisa 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,fi,Addition 20,Yhteenlasku 20,Lisäys 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,hu,Addition 20,Összeadás 20,Kiegészítés 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ar,Addition 20,الجمع 20,اضافة 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,hu,Master addition with numbers up to 10.,Sajátítsa el az összeadást 10-ig terjedő számokkal.,Főösszeadás 10-ig terjedő számokkal.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,fi,Master addition with numbers up to 10.,Hallitse yhteenlasku luvuilla 10:een asti.,Päälisäys numeroilla 10 asti.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,et,Master addition with numbers up to 10.,Õppige liitmist arvudega kuni 10.,Master liitmine numbritega kuni 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,id,Master addition with numbers up to 10.,Kuasai penjumlahan dengan angka hingga 10.,Penjumlahan master dengan angka hingga 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,hr,Addition 20,Zbrajanje 20,Dodatak 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,it,Master addition with numbers up to 10.,Padroneggia l'addizione con numeri fino a 10.,Addizione principale con numeri fino a 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,it,Addition 20,Addizione 20,Aggiunta 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ga,Master addition with numbers up to 10.,Múinteoir suimiú le huimhreacha suas go dtí 10.,Íoslódáil an máistir leis na huimhreacha suas go dtí 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ko,Addition 20,덧셈 20,추가 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,lt,Addition 20,Sudėtis 20,20 papildymas,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,id,Addition 20,Penjumlahan 20,Tambahan 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,lv,Addition 20,Saskaitīšana 20,Papildinājums 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ja,Addition 20,足し算 20,追加20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,lv,Master addition with numbers up to 10.,Apgūstiet saskaitīšanu ar skaitļiem līdz 10.,Master pievienošana ar cipariem līdz 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,lt,Master addition with numbers up to 10.,Išmokite sudėtį su skaičiais iki 10.,Pagrindinis pridėjimas su skaičiais iki 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ko,Master addition with numbers up to 10.,10까지의 숫자로 덧셈을 마스터하세요.,최대 10까지의 숫자로 마스터 추가.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,pl,Addition 20,Dodawanie 20,Dodatek 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,nl,Master addition with numbers up to 10.,Beheers het optellen met getallen tot 10.,Hoofdoptelling met cijfers tot 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ja,Master addition with numbers up to 10.,10 までの数字の足し算をマスターしましょう。,10までの数字の足し算をマスターしましょう。,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,mt,Addition 20,Addizzjoni 20,Żieda 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ro,Addition 20,Adunare 20,Adaosul 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,pt,Master addition with numbers up to 10.,Domine a adição con números de até 10.,Domine a adição com números até 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ro,Master addition with numbers up to 10.,Stăpâniți adunarea cu numere de până la 10.,Adunare principală cu numere până la 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,sv,Addition 20,Addition 20,Tillägg 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,nl,Addition 20,Optellen 20,Toevoeging 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,sk,Addition 20,Sčítanie 20,Dodatok 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,pl,Master addition with numbers up to 10.,Opanuj dodawanie liczb do 10.,Mistrz dodawania z liczbami do 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,mt,Master addition with numbers up to 10.,Ikkontrolla ż-żieda b'numri sa 10.,Żieda prinċipali b'numri sa 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,tl,Master addition with numbers up to 10.,Kabisaduhin ang pagdaragdag ng mga numero hanggang 10.,Master na karagdagan na may mga numerong hanggang 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,tr,Master addition with numbers up to 10.,10'a kadar olan sayılarla toplama işleminde ustalaşın.,10'a kadar sayılarla toplama konusunda ustalaşın.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,sv,Master addition with numbers up to 10.,Bemästra addition med tal upp till 10.,Mastertillägg med nummer upp till 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,sk,Master addition with numbers up to 10.,Zvládnite sčítanie s číslami do 10.,Hlavné sčítanie s číslami do 10.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,tr,Addition 20,Toplama 20,İlave 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,tl,Addition 20,Pagdaragdag 20,Dagdag 20,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ar,Practice subtraction with numbers up to 20.,تدرب على الطرح بأرقام تصل إلى 20.,تدرب على الطرح مع الأعداد حتى 20.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,vi,Addition 20,Phép cộng 20,Bổ sung 20,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,uk,Master addition with numbers up to 10.,Опануйте додавання чисел до 10.,Освоїти додавання з числами до 10.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,bg,Practice subtraction with numbers up to 20.,Упражнявайте изваждането с числа до 20.,Тренирайте изваждане с числа до 20.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,sl,Addition 20,Seštevanje 20,Dodatek 20,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,cs,Practice subtraction with numbers up to 20.,Procvičujte odečítání s čísly do 20.,Procvičte si odčítání s čísly do 20.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,vi,Master addition with numbers up to 10.,Thành thạo phép cộng với các số lên đến 10.,Làm chủ phép cộng với các số đến 10.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,de,Practice subtraction with numbers up to 20.,Üben Sie das Subtrahieren mit Zahlen bis zu 20.,Üben Sie das Subtrahieren mit Zahlen bis 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,da,Practice subtraction with numbers up to 20.,Øv dig i subtraktion med tal op til 20.,Øv subtraktion med tal op til 20.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,uk,Addition 20,Додавання 20,Додаток 20,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,el,Practice subtraction with numbers up to 20.,Εξασκηθείτε στην αφαίρεση με αριθμούς έως το 20.,Εξασκηθείτε στην αφαίρεση με αριθμούς μέχρι το 20.,mismatch
COLL:d104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,sl,Master addition with numbers up to 10.,Osvojite seštevanje s števili do 10.,Mojstrsko seštevanje s števili do 10.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,fi,Practice subtraction with numbers up to 20.,Harjoittele vähennyslaskua luvuilla 20:een asti.,Harjoittele vähennyslaskua luvuilla 20 asti.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,fr,Practice subtraction with numbers up to 20.,Entraînez-vous à la soustraction avec des nombres allant jusqu'à 20.,Entraînez-vous à soustraire avec des nombres jusqu'à 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,fi,Subtraction 20,Vähennyslasku 20,Vähennys 20,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,hi,Practice subtraction with numbers up to 20.,20 तक की संख्याओं के साथ घटाव का अभ्यास करें।,20 तक की संख्याओं के साथ घटाने का अभ्यास करें।,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,hu,Practice subtraction with numbers up to 20.,Gyakorolja a kivonást 20-ig terjedő számokkal.,Gyakorold a kivonást számokkal 20-ig.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,id,Practice subtraction with numbers up to 20.,Latih pengurangan dengan angka hingga 20.,Berlatih pengurangan dengan angka hingga 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,it,Practice subtraction with numbers up to 20.,Esercitati con la sottrazione con numeri fino a 20.,Esercitati con la sottrazione con i numeri fino a 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ga,Subtraction 20,Substaintiú 20,Dealú 20,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ja,Practice subtraction with numbers up to 20.,20 までの数字の引き算を練習しましょう。,20までの数字の引き算を練習します。,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,et,Practice subtraction with numbers up to 20.,Harjutage lahutamist arvudega kuni 20.,Harjutage lahutamist numbritega kuni 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ga,Practice subtraction with numbers up to 20.,Cleachtaigh dealú le huimhreacha suas go dtí 20.,Cleachtadh ar dhealú le huimhreacha suas go dtí 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,lv,Practice subtraction with numbers up to 20.,Vingrinieties atņemšanā ar skaitļiem līdz 20.,Praktizējiet atņemšanu ar skaitļiem līdz 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,mt,Subtraction 20,Sottrazzjoni 20,Tnaqqis 20,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ko,Practice subtraction with numbers up to 20.,20까지의 숫자로 뺄셈을 연습해 보세요.,20까지의 숫자로 뺄셈을 연습하세요.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,pt,Practice subtraction with numbers up to 20.,Pratique a subtração com números de até 20.,Pratique subtração com números até 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ja,Subtraction 20,引き算 20,減算20,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,ro,Practice subtraction with numbers up to 20.,Exersați scăderea cu numere de până la 20.,Exersați scăderea cu numere până la 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,name,ro,Subtraction 20,Scădere 20,Scăderea 20,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,sv,Practice subtraction with numbers up to 20.,Öva på subtraktion med tal upp till 20.,Öva subtraktion med tal upp till 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,tl,Practice subtraction with numbers up to 20.,Magsanay magbawas gamit ang mga numero hanggang 20.,Magsanay ng pagbabawas na may mga numerong hanggang 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,nl,Practice subtraction with numbers up to 20.,Oefen met aftrekken met getallen tot 20.,Oefen het aftrekken met getallen tot 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,uk,Practice subtraction with numbers up to 20.,Практикуйте віднімання з числами до 20.,Тренувати віднімання з числами до 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,vi,Practice subtraction with numbers up to 20.,Luyện tập phép trừ với các số lên đến 20.,Luyện tập phép trừ với các số đến 20.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,tr,Practice subtraction with numbers up to 20.,20'ye kadar olan sayılarla çıkarma alıştırması yapın.,20'ye kadar sayılarla çıkarma işlemi yapın.,mismatch
COLL:e104da1c-9820-4e61-ae6b-bc7ed07eeb93,description,sk,Practice subtraction with numbers up to 20.,Precvičujte odčítanie s číslami do 20.,Precvičte si odčítanie s číslami do 20.,mismatch
COLL:f204da1c-9820-4e61-ae6b-bc7ed07eeb93,description,lv,Practice both addition and subtraction skills up to 20.,Praktizējiet saskaitīšanas un atņemšanas prasmes līdz 20.,"Praktizējiet gan saskaitīšanas, gan atņemšanas prasmes līdz 20.",mismatch
f005148a-736f-47ec-9736-a8ca0786c348,answer,ar,6,٦,6,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,ar,Add the objects:,اجمع الأشياء:,إضافة الكائنات:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,cs,Add the objects:,Sečtěte objekty:,Přidejte objekty:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,da,Add the objects:,Læg objekterne sammen:,Tilføj objekterne:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,bg,Add the objects:,Съберете обектите:,Добавете обектите:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,es,Add the objects:,Suma los objetos:,Añade los objetos:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,answer,hi,6,६,6,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,et,Add the objects:,Liida objektid:,Lisage objektid:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,fi,Add the objects:,Laske objektit yhteen:,Lisää objektit:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,fr,Add the objects:,Additionne les objets :,Ajoutez les objets :,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,de,Add the objects:,Addiere die Objekte:,Fügen Sie die Objekte hinzu:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,id,Add the objects:,Tambahkan objeknya:,Tambahkan objek:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,answer,ja,6,六,6,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,hi,Add the objects:,वस्तुओं को जोड़ें:,ऑब्जेक्ट जोड़ें:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,answer,ko,6,육,6,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,it,Add the objects:,Somma gli oggetti:,Aggiungi gli oggetti:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,hr,Add the objects:,Zbroji objekte:,Dodajte objekte:,mismatch
